split,prediction_model,reconstruction_variant,diagnostic_name,outcome_name,n_samples,spearman_r,point_biserial_r,auroc_error_predicts_failure,median_error_when_success,median_error_when_failure,median_delta_failure_minus_success
test,logistic_regression,last_snapshot_repeat@40,top1_volume_sum_mae,confidence,1152,0.16356586810483278,,,,,
test,logistic_regression,last_snapshot_repeat@40,top1_volume_sum_mae,proba_true,1152,0.015796280945195106,,,,,
test,logistic_regression,last_snapshot_repeat@40,top1_volume_sum_mae,opposite_direction_error,1152,0.07848491486015985,0.07953236273671896,0.5886156931908566,0.5736544728279114,0.6822842359542847,0.10862976312637329
test,logistic_regression,last_snapshot_repeat@40,top1_volume_sum_mae,direction_correct_non_neutral,410,-0.014181048185101599,-0.004120500820277787,0.49130528123658224,0.5972917377948761,0.5906104743480682,-0.006681263446807861
test,logistic_regression,last_snapshot_repeat@40,top5_volume_sum_mae,correct,1152,0.015676307626109786,0.002255385989579161,0.5090561778764908,1.2416412830352783,1.2739964127540588,0.03235512971878052
test,logistic_regression,last_snapshot_repeat@40,top5_volume_sum_mae,confidence,1152,0.1582838544410711,,,,,
test,logistic_regression,last_snapshot_repeat@40,top5_volume_sum_mae,proba_true,1152,-0.036798363904923956,,,,,
test,logistic_regression,last_snapshot_repeat@40,top5_volume_sum_mae,opposite_direction_error,1152,0.08488622108680313,0.07319121304316656,0.5958432755818377,1.22406804561615,1.5256297588348389,0.30156171321868896
test,logistic_regression,last_snapshot_repeat@40,top5_volume_sum_mae,direction_correct_non_neutral,410,-0.05602389406459891,-0.05696105493558105,0.4656504937741521,1.3071244359016418,1.2657127976417542,-0.041411638259887695
test,logistic_regression,last_snapshot_repeat@40,top1_volume_diff_mae,correct,1152,-0.07019078492903605,-0.051229517551544465,0.4594508956593115,0.6225006580352783,0.5473532378673553,-0.07514742016792297
test,logistic_regression,last_snapshot_repeat@40,top1_volume_diff_mae,confidence,1152,0.17133759374385402,,,,,
test,logistic_regression,last_snapshot_repeat@40,top1_volume_diff_mae,proba_true,1152,0.04658879189128494,,,,,
test,logistic_regression,last_snapshot_repeat@40,top1_volume_diff_mae,opposite_direction_error,1152,-0.00486478854385251,-0.003960457512469852,0.49450726792774724,0.5854101777076721,0.5493947863578796,-0.03601539134979248
test,logistic_regression,last_snapshot_repeat@40,top1_volume_diff_mae,direction_correct_non_neutral,410,-0.02875601437534491,-0.028951891839382637,0.4823690425075139,0.6010351479053497,0.5705253779888153,-0.030509769916534424
test,logistic_regression,last_snapshot_repeat@40,top5_volume_diff_mae,correct,1152,0.03667033639963036,0.01582968567383605,0.5211843947660664,1.208543598651886,1.2880129218101501,0.07946932315826416
test,logistic_regression,last_snapshot_repeat@40,top5_volume_diff_mae,confidence,1152,0.12460602476719235,,,,,
test,logistic_regression,last_snapshot_repeat@40,top5_volume_diff_mae,proba_true,1152,-0.07084066973042558,,,,,
test,logistic_regression,last_snapshot_repeat@40,top5_volume_diff_mae,opposite_direction_error,1152,0.11221683794282236,0.10088399314773773,0.6267017094903805,1.2123684883117676,1.6822024583816528,0.46983397006988525
test,logistic_regression,last_snapshot_repeat@40,top5_volume_diff_mae,direction_correct_non_neutral,410,-0.0797465117075775,-0.083399427026682,0.4511056247316445,1.4629244208335876,1.3449400067329407,-0.11798441410064697
test,logistic_regression,mlp_ae@16,normalized_mse,correct,1152,-0.089014368752721,-0.06524273404934891,0.4485765414514026,0.48405230045318604,0.3784146308898926,-0.10563766956329346
test,logistic_regression,mlp_ae@16,normalized_mse,confidence,1152,0.3016477536779622,,,,,
test,logistic_regression,mlp_ae@16,normalized_mse,proba_true,1152,0.07459988028787964,,,,,
test,logistic_regression,mlp_ae@16,normalized_mse,opposite_direction_error,1152,0.008836252870863667,0.017637445918591652,0.5099768302382681,0.4099493324756622,0.4927654564380646,0.0828161239624024
test,logistic_regression,mlp_ae@16,normalized_mse,direction_correct_non_neutral,410,-0.026261200342780736,-0.0200432573002194,0.48389866895663375,0.3464224636554718,0.36582943797111506,0.019406974315643255
test,logistic_regression,mlp_ae@16,normalized_mae,correct,1152,-0.11798759092000725,-0.12003638811838907,0.43183875718217374,0.41629254817962646,0.3706355988979339,-0.04565694928169256
test,logistic_regression,mlp_ae@16,normalized_mae,confidence,1152,0.2888018089810767,,,,,
test,logistic_regression,mlp_ae@16,normalized_mae,proba_true,1152,0.11018051875479677,,,,,
test,logistic_regression,mlp_ae@16,normalized_mae,opposite_direction_error,1152,-0.011000649855196389,-0.017280200793510243,0.4875793938974766,0.3772125840187073,0.3936508297920227,0.01643824577331543
test,logistic_regression,mlp_ae@16,normalized_mae,direction_correct_non_neutral,410,-0.025385826998021378,-0.020385277269451284,0.4844353799914126,0.36667776107788086,0.3631125688552856,-0.0035651922225952704
test,logistic_regression,mlp_ae@16,top_of_book_mse,correct,1152,-0.0257998278458368,0.004751329056485854,0.4850954806624499,0.39146196842193604,0.3823878914117813,-0.009074077010154724
test,logistic_regression,mlp_ae@16,top_of_book_mse,confidence,1152,0.28874163718715146,,,,,
test,logistic_regression,mlp_ae@16,top_of_book_mse,proba_true,1152,-0.002254574141433243,,,,,
test,logistic_regression,mlp_ae@16,top_of_book_mse,opposite_direction_error,1152,0.05292052763286355,0.04879709661419114,0.5597514726055031,0.3837053775787353,0.4220312535762787,0.03832587599754339
test,logistic_regression,mlp_ae@16,top_of_book_mse,direction_correct_non_neutral,410,-0.019739668924323522,-0.021107988824568137,0.48789716616573636,0.3620272129774093,0.36454059183597565,0.0025133788585663397
test,logistic_regression,mlp_ae@16,last_step_mse,correct,1152,-0.08050235815594066,0.014525762328770057,0.45349391627637486,0.5491503775119781,0.474407434463501,-0.07474294304847717
test,logistic_regression,mlp_ae@16,last_step_mse,confidence,1152,0.24350134127332052,,,,,
test,logistic_regression,mlp_ae@16,last_step_mse,proba_true,1152,0.08555831673042645,,,,,
test,logistic_regression,mlp_ae@16,last_step_mse,opposite_direction_error,1152,-0.016799600312506408,-0.011304299873486356,0.48103191894041564,0.5202512145042419,0.4759753346443176,-0.044275879859924316
test,logistic_regression,mlp_ae@16,last_step_mse,direction_correct_non_neutral,410,-0.0013568286843770047,0.029786216751097817,0.49916809789609273,0.44286903738975525,0.4268220067024231,-0.016047030687332153
test,logistic_regression,mlp_ae@16,midprice_mae,correct,1152,0.009710848342865076,0.00038325040815792425,0.5056099415769397,0.0397295914590358,0.04015275649726385,0.0004231650382280558
test,logistic_regression,mlp_ae@16,midprice_mae,confidence,1152,0.11562162869245765,,,,,
test,logistic_regression,mlp_ae@16,midprice_mae,proba_true,1152,-0.05791109671711534,,,,,
test,logistic_regression,mlp_ae@16,midprice_mae,opposite_direction_error,1152,0.050429429196976856,0.052727684623785506,0.5569388249126811,0.0397689491510391,0.044226985424757,0.004458036273717894
test,logistic_regression,mlp_ae@16,midprice_mae,direction_correct_non_neutral,410,-0.06771012821713634,-0.04226910112783464,0.458485401459854,0.04110340587794775,0.039409218356013256,-0.0016941875219344954
test,logistic_regression,mlp_ae@16,spread_mae,correct,1152,-0.12141433460635447,-0.12977651712396368,0.4298591328279658,0.013535303995013199,0.012918674387037699,-0.0006166296079755003
test,logistic_regression,mlp_ae@16,spread_mae,confidence,1152,0.2623869251919353,,,,,
test,logistic_regression,mlp_ae@16,spread_mae,proba_true,1152,0.12750423390510693,,,,,
test,logistic_regression,mlp_ae@16,spread_mae,opposite_direction_error,1152,-0.035043833529430725,-0.0647617071115832,0.4604327327638874,0.0131970001384615,0.0127711184322834,-0.00042588170617809985
test,logistic_regression,mlp_ae@16,spread_mae,direction_correct_non_neutral,410,0.010898398142254007,0.03379363942264113,0.5066820523829969,0.0125045855529606,0.0125421239063143,3.753835335370062e-05
test,logistic_regression,mlp_ae@16,top1_volume_sum_mae,correct,1152,0.0015331543809702537,0.011817072237464298,0.5008857008353049,0.5444783866405487,0.5418389737606049,-0.0026394128799438477
test,logistic_regression,mlp_ae@16,top1_volume_sum_mae,confidence,1152,0.1994491207892075,,,,,
test,logistic_regression,mlp_ae@16,top1_volume_sum_mae,proba_true,1152,-0.03833817241329042,,,,,
test,logistic_regression,mlp_ae@16,top1_volume_sum_mae,opposite_direction_error,1152,0.07122601750846952,0.08960762717517486,0.5804198222498875,0.5381889343261719,0.6039621829986572,0.06577324867248535
test,logistic_regression,mlp_ae@16,top1_volume_sum_mae,direction_correct_non_neutral,410,0.04118631587092779,-0.006193895211846608,0.525252254186346,0.507970929145813,0.5455184578895569,0.037547528743743896
test,logistic_regression,mlp_ae@16,top5_volume_sum_mae,correct,1152,-0.05395031828139349,-0.03782725400587697,0.468832987301434,1.2609800100326538,1.1961026787757874,-0.06487733125686646
test,logistic_regression,mlp_ae@16,top5_volume_sum_mae,confidence,1152,0.1505723123697412,,,,,
test,logistic_regression,mlp_ae@16,top5_volume_sum_mae,proba_true,1152,0.029871017530533124,,,,,
test,logistic_regression,mlp_ae@16,top5_volume_sum_mae,opposite_direction_error,1152,0.016064522085523447,0.023705559870588155,0.518138119445309,1.2213521003723145,1.2670763731002808,0.04572427272796631
test,logistic_regression,mlp_ae@16,top5_volume_sum_mae,direction_correct_non_neutral,410,-0.08976953650507215,-0.08652156953909708,0.44496028338342636,1.254228949546814,1.1314066648483276,-0.12282228469848633
test,logistic_regression,mlp_ae@16,top1_volume_diff_mae,correct,1152,-0.08365224602616532,-0.05710196951769241,0.45167423108493066,0.5402064025402069,0.4891978353261947,-0.0510085672140122
test,logistic_regression,mlp_ae@16,top1_volume_diff_mae,confidence,1152,0.23303825044253373,,,,,
test,logistic_regression,mlp_ae@16,top1_volume_diff_mae,proba_true,1152,0.07626171188500529,,,,,
test,logistic_regression,mlp_ae@16,top1_volume_diff_mae,opposite_direction_error,1152,-0.010541225963332037,-0.011298370481700865,0.4880981199063988,0.513710618019104,0.4821516275405884,-0.031558990478515625
test,logistic_regression,mlp_ae@16,top1_volume_diff_mae,direction_correct_non_neutral,410,0.0007002986758074865,-0.010068391710177458,0.5004293688278232,0.4772388637065887,0.47867910563945765,0.0014402419328689575
test,logistic_regression,mlp_ae@16,top5_volume_diff_mae,correct,1152,-0.1457959296424881,-0.17639899189309127,0.41577392448457345,1.4544579982757568,1.189547598361969,-0.26491039991378784
test,logistic_regression,mlp_ae@16,top5_volume_diff_mae,confidence,1152,0.25884343026234774,,,,,
test,logistic_regression,mlp_ae@16,top5_volume_diff_mae,proba_true,1152,0.15768631464164717,,,,,
test,logistic_regression,mlp_ae@16,top5_volume_diff_mae,opposite_direction_error,1152,0.0023481665630255845,-0.03479424807835322,0.502651266267824,1.3259907960891724,1.3369845151901243,0.010993719100951926
test,logistic_regression,mlp_ae@16,top5_volume_diff_mae,direction_correct_non_neutral,410,-0.0488020639703342,-0.0229308337898924,0.4700783598110777,1.3085994720458984,1.2480894923210144,-0.06050997972488403
test,logistic_regression,mlp_ae@32,normalized_mse,correct,1152,-0.09382800319233056,-0.06942458649347791,0.44579571242334987,0.417818158864975,0.3582607060670852,-0.059557452797889765
test,logistic_regression,mlp_ae@32,normalized_mse,confidence,1152,0.3082649785430374,,,,,
test,logistic_regression,mlp_ae@32,normalized_mse,proba_true,1152,0.08363230915096258,,,,,
test,logistic_regression,mlp_ae@32,normalized_mse,opposite_direction_error,1152,0.01365509900819041,0.01552475692188414,0.5154176897096286,0.3749523460865021,0.423862487077713,0.04891014099121094
test,logistic_regression,mlp_ae@32,normalized_mse,direction_correct_non_neutral,410,-0.03028791772867378,-0.01702686553543888,0.4814297981966509,0.31478288769721985,0.33031621575355524,0.015533328056335394
test,logistic_regression,mlp_ae@32,normalized_mae,correct,1152,-0.1142474255550307,-0.11393242905288631,0.4339994447395104,0.41417263448238373,0.3759078085422516,-0.03826482594013214
test,logistic_regression,mlp_ae@32,normalized_mae,confidence,1152,0.29997470092387296,,,,,
test,logistic_regression,mlp_ae@32,normalized_mae,proba_true,1152,0.10998579636422497,,,,,
test,logistic_regression,mlp_ae@32,normalized_mae,opposite_direction_error,1152,-0.0032823284718753024,-0.00967858037737608,0.49629399084736775,0.3822001218795776,0.4026117622852325,0.020411640405654907
test,logistic_regression,mlp_ae@32,normalized_mae,direction_correct_non_neutral,410,-0.014531197523005341,-0.008760048629398517,0.49109059682267064,0.36140778660774225,0.36952129006385803,0.008113503456115778
test,logistic_regression,mlp_ae@32,top_of_book_mse,correct,1152,-0.0398411190484303,0.0018901199825153484,0.4769838491622809,0.4526323676109314,0.4227082133293152,-0.02992415428161621
test,logistic_regression,mlp_ae@32,top_of_book_mse,confidence,1152,0.2858750469591756,,,,,
test,logistic_regression,mlp_ae@32,top_of_book_mse,proba_true,1152,0.010157808730101461,,,,,
test,logistic_regression,mlp_ae@32,top_of_book_mse,opposite_direction_error,1152,0.04780560830344045,0.042638535641903084,0.5539763230395038,0.4302906692028045,0.4690506756305694,0.03876000642776489
test,logistic_regression,mlp_ae@32,top_of_book_mse,direction_correct_non_neutral,410,-0.005339777403032083,-0.011352561926698146,0.4967260626878489,0.4221678227186203,0.41174663603305817,-0.010421186685562134
test,logistic_regression,mlp_ae@32,last_step_mse,correct,1152,-0.07912852646461548,0.006655892119482372,0.45428757665008934,0.4708282947540283,0.40903742611408234,-0.061790868639945984
test,logistic_regression,mlp_ae@32,last_step_mse,confidence,1152,0.2714840119065585,,,,,
test,logistic_regression,mlp_ae@32,last_step_mse,proba_true,1152,0.08055384611375496,,,,,
test,logistic_regression,mlp_ae@32,last_step_mse,opposite_direction_error,1152,-0.002700391542180459,-0.009528341146654061,0.4969510437920024,0.4288713037967682,0.44000443816185,0.011133134365081787
test,logistic_regression,mlp_ae@32,last_step_mse,direction_correct_non_neutral,410,-0.01208015215767914,0.01586178083872928,0.49259338772005157,0.37288109958171844,0.3787695318460464,0.005888432264327947
test,logistic_regression,mlp_ae@32,midprice_mae,correct,1152,0.035526347272633346,0.02307723878353016,0.5205235140746464,0.047900574281811645,0.051403244957327746,0.003502670675516101
test,logistic_regression,mlp_ae@32,midprice_mae,confidence,1152,0.2110863343541333,,,,,
test,logistic_regression,mlp_ae@32,midprice_mae,proba_true,1152,-0.07481769088710594,,,,,
test,logistic_regression,mlp_ae@32,midprice_mae,opposite_direction_error,1152,0.0854987862759556,0.07153939910367145,0.5965349102604005,0.048793651163578,0.0598825886845588,0.0110889375209808
test,logistic_regression,mlp_ae@32,midprice_mae,direction_correct_non_neutral,410,0.015931794874620313,-0.00944084216112102,0.5097681408329755,0.0485023651272058,0.05078198388218875,0.0022796187549829483
test,logistic_regression,mlp_ae@32,spread_mae,correct,1152,-0.13159531546716355,-0.1420368455573729,0.42397759644633287,0.0125855384394526,0.01139558199793095,-0.0011899564415216498
test,logistic_regression,mlp_ae@32,spread_mae,confidence,1152,0.2531721479114217,,,,,
test,logistic_regression,mlp_ae@32,spread_mae,proba_true,1152,0.13756855108433363,,,,,
test,logistic_regression,mlp_ae@32,spread_mae,opposite_direction_error,1152,-0.027672632419962696,-0.04698376910249251,0.46875540339592625,0.0119517836719751,0.0114673124626278,-0.0004844712093473001
test,logistic_regression,mlp_ae@32,spread_mae,direction_correct_non_neutral,410,-0.02315362496888502,0.008760998922165539,0.4858039931300987,0.01132726762443775,0.01100383605808015,-0.00032343156635760047
test,logistic_regression,mlp_ae@32,top1_volume_sum_mae,correct,1152,-0.04821470156247695,-0.013447347253599256,0.47214644391869054,0.5482091307640076,0.5011431574821472,-0.04706597328186035
test,logistic_regression,mlp_ae@32,top1_volume_sum_mae,confidence,1152,0.23998140121717437,,,,,
test,logistic_regression,mlp_ae@32,top1_volume_sum_mae,proba_true,1152,0.018727509114523554,,,,,
test,logistic_regression,mlp_ae@32,top1_volume_sum_mae,opposite_direction_error,1152,0.04882655028536123,0.05393456602254746,0.5551290475037751,0.5240153074264526,0.563132643699646,0.03911733627319336
test,logistic_regression,mlp_ae@32,top1_volume_sum_mae,direction_correct_non_neutral,410,-0.014662503524719244,-0.004870648867830954,0.49101009016745384,0.5018043965101242,0.49432325363159174,-0.007481142878532465
test,logistic_regression,mlp_ae@32,top5_volume_sum_mae,correct,1152,-0.10713275345014515,-0.10986850559591887,0.4381095794505335,1.2126195430755615,1.0475268959999084,-0.16509264707565308
test,logistic_regression,mlp_ae@32,top5_volume_sum_mae,confidence,1152,0.2203629435295917,,,,,
test,logistic_regression,mlp_ae@32,top5_volume_sum_mae,proba_true,1152,0.12099900058780134,,,,,
test,logistic_regression,mlp_ae@32,top5_volume_sum_mae,opposite_direction_error,1152,-0.014737297509026437,-0.019116613188161786,0.4833604223582437,1.0958316326141355,1.082679271697998,-0.013152360916137473
test,logistic_regression,mlp_ae@32,top5_volume_sum_mae,direction_correct_non_neutral,410,-0.020046049594989297,-0.0038772373609549105,0.4877093173035638,0.9846065044403076,1.0095992684364319,0.024992763996124268
test,logistic_regression,mlp_ae@32,top1_volume_diff_mae,correct,1152,-0.08146351797040391,-0.07614262675608731,0.45293865578678,0.5865306854248047,0.5224448144435883,-0.06408587098121643
test,logistic_regression,mlp_ae@32,top1_volume_diff_mae,confidence,1152,0.2078673749298632,,,,,
test,logistic_regression,mlp_ae@32,top1_volume_diff_mae,proba_true,1152,0.07296855815016304,,,,,
test,logistic_regression,mlp_ae@32,top1_volume_diff_mae,opposite_direction_error,1152,-0.0028943705187454067,-0.02070355400570079,0.49673202614379086,0.5481632351875305,0.5387020111083984,-0.00946122407913208
test,logistic_regression,mlp_ae@32,top1_volume_diff_mae,direction_correct_non_neutral,410,0.008272278107975933,0.03656437380207858,0.5050719192786604,0.5153187811374664,0.5215793550014496,0.006260573863983154
test,logistic_regression,mlp_ae@32,top5_volume_diff_mae,correct,1152,-0.08101428023103521,-0.07366267942923724,0.4531981797112646,1.3080824613571167,1.1506913900375366,-0.15739107131958008
test,logistic_regression,mlp_ae@32,top5_volume_diff_mae,confidence,1152,0.2611138710345069,,,,,
test,logistic_regression,mlp_ae@32,top5_volume_diff_mae,proba_true,1152,0.08332061832019803,,,,,
test,logistic_regression,mlp_ae@32,top5_volume_diff_mae,opposite_direction_error,1152,0.02351739855354513,0.0024475694600966506,0.5265530080344896,1.2101207971572876,1.388717532157898,0.17859673500061035
test,logistic_regression,mlp_ae@32,top5_volume_diff_mae,direction_correct_non_neutral,410,-0.041230084538165755,-0.04330646130671069,0.474720910261915,1.1859532594680786,1.17498117685318,-0.010972082614898682
test,logistic_regression,mlp_ae@64,normalized_mse,correct,1152,-0.06764162194285092,-0.0342305447767703,0.4609235430447588,0.33952316641807556,0.3100278526544571,-0.02949531376361847
test,logistic_regression,mlp_ae@64,normalized_mse,confidence,1152,0.31279992712509747,,,,,
test,logistic_regression,mlp_ae@64,normalized_mse,proba_true,1152,0.05144260539877246,,,,,
test,logistic_regression,mlp_ae@64,normalized_mse,opposite_direction_error,1152,0.03288964594757788,0.04508631008044903,0.5371350186165,0.3203431069850921,0.3616398274898529,0.0412967205047608
test,logistic_regression,mlp_ae@64,normalized_mse,direction_correct_non_neutral,410,-0.03934803184693314,-0.032954062046219555,0.4758748389866896,0.2856238931417465,0.2893534451723099,0.0037295520305633545
test,logistic_regression,mlp_ae@64,normalized_mae,correct,1152,-0.09085049724535203,-0.08631263042524794,0.4475158128530733,0.3680578023195267,0.33963336050510406,-0.028424441814422607
test,logistic_regression,mlp_ae@64,normalized_mae,confidence,1152,0.30355842339554706,,,,,
test,logistic_regression,mlp_ae@64,normalized_mae,proba_true,1152,0.08385064186686653,,,,,
test,logistic_regression,mlp_ae@64,normalized_mae,opposite_direction_error,1152,0.015278396759444451,0.015263043607779917,0.51725052160782,0.3490341901779175,0.3590890765190124,0.010054886341094915
test,logistic_regression,mlp_ae@64,normalized_mae,direction_correct_non_neutral,410,-0.02477306565668983,-0.0272917481318334,0.4848110777157578,0.3236347436904907,0.332762748003006,0.009128004312515259
test,logistic_regression,mlp_ae@64,top_of_book_mse,correct,1152,-0.028698978373158008,0.0074534499339474125,0.48342064603350876,0.3480674475431442,0.3300957530736923,-0.017971694469451904
test,logistic_regression,mlp_ae@64,top_of_book_mse,confidence,1152,0.31735441623428734,,,,,
test,logistic_regression,mlp_ae@64,top_of_book_mse,proba_true,1152,0.005784953561951559,,,,,
test,logistic_regression,mlp_ae@64,top_of_book_mse,opposite_direction_error,1152,0.06613151687891843,0.050417344358408535,0.5746677271731738,0.3397474586963653,0.4082714319229126,0.0685239732265473
test,logistic_regression,mlp_ae@64,top_of_book_mse,direction_correct_non_neutral,410,-0.0224970949603155,-0.01730243704844005,0.4862065264061829,0.31836071610450745,0.3196555227041244,0.0012948065996169489
test,logistic_regression,mlp_ae@64,last_step_mse,correct,1152,-0.07772857630007118,0.025183564121859202,0.4550963256240645,0.42330664396286005,0.34268124401569366,-0.08062539994716639
test,logistic_regression,mlp_ae@64,last_step_mse,confidence,1152,0.22999789904993206,,,,,
test,logistic_regression,mlp_ae@64,last_step_mse,proba_true,1152,0.07576515723036348,,,,,
test,logistic_regression,mlp_ae@64,last_step_mse,opposite_direction_error,1152,-0.0072844210410047535,-0.006106330979034342,0.49177531094742416,0.3807370066642761,0.3494505286216736,-0.03128647804260254
test,logistic_regression,mlp_ae@64,last_step_mse,direction_correct_non_neutral,410,-0.038166277831508,0.029208708382904996,0.4765993988836411,0.30760008096694946,0.32505910098552704,0.017459020018577576
test,logistic_regression,mlp_ae@64,midprice_mae,correct,1152,-0.03843072149459837,-0.012638522715805182,0.4777986335763603,0.045083642005920355,0.0440290831029415,-0.0010545589029788555
test,logistic_regression,mlp_ae@64,midprice_mae,confidence,1152,0.1784042356264814,,,,,
test,logistic_regression,mlp_ae@64,midprice_mae,proba_true,1152,0.0345930590494315,,,,,
test,logistic_regression,mlp_ae@64,midprice_mae,opposite_direction_error,1152,0.04762183874669471,0.0488834128106926,0.553768832635935,0.0443618670105934,0.0464889556169509,0.002127088606357498
test,logistic_regression,mlp_ae@64,midprice_mae,direction_correct_non_neutral,410,0.007528210764930478,-0.0017679018069454086,0.5046157148990983,0.04318071343004695,0.0438504368066787,0.0006697233766317506
test,logistic_regression,mlp_ae@64,spread_mae,correct,1152,-0.1367981153324102,-0.15226625482107004,0.42097194727439524,0.011610887479037001,0.010550171136856051,-0.00106071634218095
test,logistic_regression,mlp_ae@64,spread_mae,confidence,1152,0.26487054620553485,,,,,
test,logistic_regression,mlp_ae@64,spread_mae,proba_true,1152,0.1390841958251372,,,,,
test,logistic_regression,mlp_ae@64,spread_mae,opposite_direction_error,1152,-0.023639911591375625,-0.048458584656396034,0.47330866502979796,0.0107897641137242,0.0110231591388583,0.00023339502513409875
test,logistic_regression,mlp_ae@64,spread_mae,direction_correct_non_neutral,410,-0.004945859397890372,0.02402818903978577,0.4969675826534994,0.01031495304778215,0.01029068976640695,-2.4263281375199244e-05
test,logistic_regression,mlp_ae@64,top1_volume_sum_mae,correct,1152,-0.00953324272497513,0.01710159995636349,0.49449266090483324,0.4729477614164352,0.4626918435096741,-0.010255917906761114
test,logistic_regression,mlp_ae@64,top1_volume_sum_mae,confidence,1152,0.2547674461222947,,,,,
